review_text,review_date,review_id,product_name,product_category,product_variant,product_price,product_url,product_id,rating,sold_count,shop_id,sentiment_label
"1. Many thanks for the free gift 1 box off eggs. Amazing size eggs, beautiful creations of Allah. 2. Will always shopping eggs from Indofarm, best quality, packaging and customer service. 3. Excellent company for breeding technology.",2021-08-03,443512841,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"Kualitas jauh jauh menurun dr yg dulu beli, warna ga berapa hijau, kemudian udh buka 3 telur kuningnya udh pecah, dan yg kali ini busuk pula.. gakan beli lagi. Liat foto gda ijo2nya sama sekali",2024-02-22,1005072241,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,3,100000,8672687,neutral
"Kirain bakal po sampe berbulan2 dibawa santai karena ga buru2 juga. Taunya seminggu uda sampai. Ukuran kaya ayam kampung tp warna mirip2 telur bebek,tiap telur ga sama warnanya (mengikis kemungkinan diwarnain,kalau diwarnain otomatis sama semua kan warnanya)direbus jg ga luntur kok (karena sempet liat review bilang warnanya luntur).kuning telur betul lebih legit yah kental &amp; orange banget warnanya.packingnya aman walau pk sameday kadang tergantung kurirnya jg.untung aja dapet kurir yg hati2 jd ga da yg pecah.",2021-10-11,497413790,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Box Full Design,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"Sudah beli yg ke2,, kualitas telur, customer service nya n packing nya masih sama sprt yg dulu 🥰. Dipertahankan ya!",2024-03-07,1010972296,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"Kualitas barang tidak rata, ada yg kecil kurang dari 30 gr. Ada 8 yang dingin, diguncang berbunyi dibuka kuning telur mudah pecah…stok lama. Kemasan tidak aman juga ya! Ada yg pecah 2 butir… tidak pasti aman ternyata.",2024-12-30,1137072591,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,2,100000,8672687,negative
Pengiriman dan response sangat cepat. packing sangat Safety dan bagus! produk sesuai sesuai deskripsi … Best Quality! Best seller! 👍👍👍,2021-09-16,478792668,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Box Full Design,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"Datang pecah telor nya tadinya nga mau komplain karena uda dikembalikan uangnya yg pecah tp telornya kualitas nya parah sekali, pecah 2 busuk 3 yg lainnya jelek2 jadi nga yakin apakah bener ini telor ayam hitam, kualitas seperti itu nga layak dikirim pernah beli dari indofarm cabang lain tidak seperti Ini malah bagus2 saya nga cek ternyata ada beberapa indofarm di tokped, sangat kecewa.",2023-10-09,948885768,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,1,100000,8672687,negative
telornya kecil kecil kotor lg dijaga kwalitasnya gan dan pecah 1 bj,2023-04-05,871633954,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
gak ada yg pecah，sdh coba 1 bagus enak，packing cool anti pecah，anti goyang， pengiriman ok,2024-05-06,1036223506,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"Sudah berapa kali pesan di sini, , dulu oke bgt, belakangan ini udah 4x kiriman selalu bermasalah pecah telur, harus capek komplain dan foll up, CS pun kurang ya, gak da niat jg buat memperbaiki masalah, terakhir pesen d sini deh capek udah , kalo pecah itu bau kemana mana berantakan",2023-11-02,958055944,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,1,100000,8672687,negative
enak cuman knp gak bisa diangkat spt gambar，packing keren anti pecah， pengiriman ok,2023-12-09,974024069,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"Telur sampai dengan aman, ga ada yg pecah. Telur ada mix kecil dan besar, tp gapapa dan wajar&#34; aja yg penting natural dari pada size besar tp ayam suntikan dll. Thank you, puas order disini.",2023-06-15,903273221,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"respon cepet dan ramah, produk sesuai, packing aman, terima kasih sukses selalu",2021-10-04,492202521,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Box Full Design,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
Mantap produk original sangat mantap dan delivery juga cepat. Rekomended beli disini,2024-07-31,1072664369,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"repeat order untuk produk ini. kualitas terbaik, admin penjual sangat membantu dan ramah.",2024-05-16,1040275103,Telur Hijau dari Ayam Hitam (Rendah Kolesterol),Makanan & Minuman,Telur Besar 45g,122999,https://www.tokopedia.com/indofarmproduct/telur-hijau-dari-ayam-hitam-rendah-kolesterol-telur-besar-45g?extParam=ivf%3Dfalse,2349004012,5,100000,8672687,positive
"sudah langganan. tp blkgan ini agak kecewa krn telur kotor n campur dgn yg kecil. x ini telur pecah bisa di refund tdk termsk yg retak. 2x sblmnya hanya janji diganti. tim kerjanya tdk solid. thx seller, tokped n grab atas pelayanannya.",2023-11-11,961909135,Telur Ayam Kampung Asli Segar Grade A Premium 30 Butir (1 Tray),Makanan & Minuman,,67400,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-segar-grade-a-premium-30-butir-1-tray?extParam=ivf%3Dfalse,3648308521,5,100000,8672687,positive
kali ini agak kecewa sm seller krn ga sesuai dgn janji. biasa chat cpt balas ini didiamin aja. cb deh bgn pengirimannya jgn bikin org stress hrs nunggu yg ga jelas. sampai batal acara krn molor. kali ini telurnya banyak yg kotor. tlg dijaga kwalitas sblmnya.,2023-08-11,926192498,Telur Ayam Kampung Asli Segar Grade A Premium 30 Butir (1 Tray),Makanan & Minuman,30 gram,67400,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-segar-grade-a-premium-30-butir-1-tray?extParam=ivf%3Dfalse,3648308521,5,100000,8672687,positive
